Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] P2 Wave 1,[Other] P3 compound design,[Other] New,[Other] Active site fragment,[Other] S1 site,[Other] S1' site,[Other] S2 site,[Other] S3 site,[Other] S5 site,[Other] Covalent,[Series] Piperidine series,[Other] Sun-roof open,[Other] Fragment Screen,[Other] upload_1 2024-12-06,[Other] S4 site,[Other] Bogyo covalents,[Series] Indazole series,[Other] upload_061224,[Other] upload_2 2024-12-12
A0202a,A71EV2A-x0202_A_147_v1,A71EV2A-x0202,Z3765495818,NS(=O)(=O)c1cnc2cccnn12,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A0202a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0341a,A71EV2A-x0341_A_147_v1,A71EV2A-x0341,Z50145861,CC1=NN(c2ccccc2)C(=O)C1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A0341a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0375c,A71EV2A-x0375_A_147_v1,A71EV2A-x0375,Z56921372,COc1ccccc1NC(N)=S,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A0375c,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0395b,A71EV2A-x0395_A_148_v1,A71EV2A-x0395,Z57472297,CC(CO)(CO)NC(=O)Nc1ccccc1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A0395a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0395a,A71EV2A-x0395_A_147_v1,A71EV2A-x0395,Z57472297,CC(CO)(CO)NC(=O)Nc1ccccc1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1t - A71EV2A-x0395/A/147/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1t - A0395/A/147,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1t - A0395/A/147,A1 - monomer,F1 - A71/2A/open,A0395a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0831a,A71EV2A-x0831_A_147_v1,A71EV2A-x0831,Z239127534,Nc1cccc(OCc2ccccc2)c1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A0831a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0875b,A71EV2A-x0875_A_147_v1,A71EV2A-x0875,Z53825020,CCS(=O)(=O)N1CCC(C(=O)O)CC1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F2u - A71EV2A-x0497/A/147/1,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,A0875b,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A1105b,A71EV2A-x1105_A_148_v1,A71EV2A-x1105,Z276142580,c1ccc(-c2ccncc2)cc1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A1105a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A1105a,A71EV2A-x1105_A_147_v1,A71EV2A-x1105,Z276142580,c1ccc(-c2ccncc2)cc1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1t - A71EV2A-x0395/A/147/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1t - A0395/A/147,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1t - A0395/A/147,A1 - monomer,F1 - A71/2A/open,A1105a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A1109a,A71EV2A-x1109_A_147_v1,A71EV2A-x1109,Z315923746,O=C(O)c1cnc(-c2ccccc2)s1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F2u - A71EV2A-x0497/A/147/1,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,A1109a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A1145b,A71EV2A-x1145_A_201_v1,A71EV2A-x1145,Z969111002,Fc1ccc(C[C@@H]2CCCNC2)cc1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F2u - A71EV2A-x0497/A/147/1,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,A1145b,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A1148b,A71EV2A-x1148_A_147_v1,A71EV2A-x1148,Z1213725191,Brc1c[nH]cn1,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F4v - A71EV2A-x1148/A/147/1,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,2a - A3977/A/202,2 - A3977/A/202/1,F4v - A1148/A/147,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,2a - A3977/A/202,2 - A3977/A/202/1,F4v - A1148/A/147,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,A1148b,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A1293a,A71EV2A-x1293_A_151_v1,A71EV2A-x1293,Z362020366,Nc1nnc2ccccn12,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F3w - A71EV2A-x1293/A/151/1,A1 - monomer,F3 - A71/2A/open/long/cell,2a - A3977/A/202,2 - A3977/A/202/1,F3w - A1293/A/151,A1 - monomer,F3 - A71/2A/open/long/cell,2a - A3977/A/202,2 - A3977/A/202/1,F3w - A1293/A/151,A1 - monomer,F3 - A71/2A/open/long/cell,A1293a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A3550b,A71EV2A-x3550_A_202_v1,A71EV2A-x3550,ASAP-0032637-001,COc1ccccc1CC(=O)N1C[C@@H](C(N)=O)CC[C@@H]1C,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A3550b,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3977b,A71EV2A-x3977_A_202_v1,A71EV2A-x3977,ASAP-0034401-001,COc1ccccc1CC(=O)N(C)CCC(N)=O,A71EV2A-x3977/A/113/A_v1,False,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A3977b,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3938a,A71EV2A-x3938_A_201_v2,A71EV2A-x3938,ASAP-0034439-001,C[C@]1(C(=O)N2CCC[C@H](C(N)=O)C2)CCCCO1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3938a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A3940a,A71EV2A-x3940_A_201_v2,A71EV2A-x3940,ASAP-0034412-001,COc1ccc(Cl)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3940a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A3990a,A71EV2A-x3990_A_201_v2,A71EV2A-x3990,ASAP-0034420-001,COc1ccccc1CC(=O)N1C[C@H](C(N)=O)[C@@H](C(F)(F)F)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3990a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4028a,A71EV2A-x4028_A_201_v2,A71EV2A-x4028,ASAP-0032665-001,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4028a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4032b,A71EV2A-x4032_C_201_v2,A71EV2A-x4032,ASAP-0032482-001,COc1ccccc1CC(=O)N1CC[C@@H](CC(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7k - A71EV2A-x3509/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4032a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4032a,A71EV2A-x4032_A_201_v2,A71EV2A-x4032,ASAP-0032482-001,COc1ccccc1CC(=O)N1CC[C@@H](CC(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7j - A71EV2A-x3509/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4032a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4035b,A71EV2A-x4035_C_201_v2,A71EV2A-x4035,ASAP-0032437-001,COc1cccc(Cl)c1NC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7k - A71EV2A-x3509/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4035a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4035a,A71EV2A-x4035_A_201_v2,A71EV2A-x4035,ASAP-0032437-001,COc1cccc(Cl)c1NC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7j - A71EV2A-x3509/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4035a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4202b,A71EV2A-x4202_C_201_v2,A71EV2A-x4202,ASAP-0034411-001,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3cccc(Br)c32)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7k - A71EV2A-x3509/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4202a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4202a,A71EV2A-x4202_A_201_v2,A71EV2A-x4202,ASAP-0034411-001,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3cccc(Br)c32)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7j - A71EV2A-x3509/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4202a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4291a,A71EV2A-x4291_A_201_v2,A71EV2A-x4291,ASAP-0035364-001,Cc1cc(C)c(CC(=O)N2CCC[C@H](C(N)=O)C2)c(=O)[nH]1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A4291a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4292a,A71EV2A-x4292_A_201_v2,A71EV2A-x4292,ASAP-0035281-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cnccc2C(F)(F)F)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A4292a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4304a,A71EV2A-x4304_A_201_v2,A71EV2A-x4304,ASAP-0035274-001,COc1ccc(NS(C)(=O)=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4304a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4306a,A71EV2A-x4306_A_201_v2,A71EV2A-x4306,ASAP-0035279-001,NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2OCC(F)(F)F)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A4306a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4309b,A71EV2A-x4309_C_201_v2,A71EV2A-x4309,ASAP-0035369-001,CCS(=O)(=O)c1ccc(OC)c(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7r - A71EV2A-x4283/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4309a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4309a,A71EV2A-x4309_A_201_v2,A71EV2A-x4309,ASAP-0035369-001,CCS(=O)(=O)c1ccc(OC)c(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7q - A71EV2A-x4283/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4309a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4319a,A71EV2A-x4319_A_201_v2,A71EV2A-x4319,ASAP-0035366-001,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2OC(F)F)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4319a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4321b,A71EV2A-x4321_C_201_v2,A71EV2A-x4321,ASAP-0035368-001,N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7r - A71EV2A-x4283/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4321a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4321a,A71EV2A-x4321_A_201_v2,A71EV2A-x4321,ASAP-0035368-001,N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7q - A71EV2A-x4283/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4321a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4324a,A71EV2A-x4324_A_201_v2,A71EV2A-x4324,ASAP-0035387-001,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3c2OCC3)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A4324a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4331b,A71EV2A-x4331_C_201_v2,A71EV2A-x4331,ASAP-0035378-001,CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7r - A71EV2A-x4283/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4331a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4331a,A71EV2A-x4331_A_201_v2,A71EV2A-x4331,ASAP-0035378-001,CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7q - A71EV2A-x4283/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4331a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4333a,A71EV2A-x4333_A_201_v2,A71EV2A-x4333,ASAP-0035302-001,Cc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4333a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
