Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] P2 Wave 1,[Other] P3 compound design,[Other] New,[Other] Active site fragment,[Other] S1 site,[Other] S1' site,[Other] S2 site,[Other] S3 site,[Other] S5 site,[Other] Covalent,[Series] Piperidine series,[Other] Sun-roof open,[Other] Fragment Screen,[Other] upload_1 2024-12-06,[Other] S4 site,[Other] Bogyo covalents,[Series] Indazole series,[Other] upload_061224,[Other] upload_2 2024-12-12
A2629a,A71EV2A-x2629_A_246_v1,A71EV2A-x2629,ASAP-0030531-001,COc1ccccc1NC(=O)Nc1cccnc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2629a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
A2846a,A71EV2A-x2846_A_301_v1,A71EV2A-x2846,ASAP-0031281-001,Cn1nc(C(=O)NCCc2cocn2)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2846a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A2972a,A71EV2A-x2972_A_201_v1,A71EV2A-x2972,ASAP-0031631-001,Cn1nc(C(=O)NCc2c[nH]cn2)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2972a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3054a,A71EV2A-x3054_A_201_v1,A71EV2A-x3054,ASAP-0031501-001,Cc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3054a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3066a,A71EV2A-x3066_A_301_v1,A71EV2A-x3066,ASAP-0018935-002,CNC(=O)c1cn(C)c2ccccc12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3066a,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A3175a,A71EV2A-x3175_A_201_v1,A71EV2A-x3175,ASAP-0031591-001,Cc1cc(CNC(=O)c2cn(C)c3ccccc23)on1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3175a,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A3176a,A71EV2A-x3176_A_201_v1,A71EV2A-x3176,ASAP-0031604-001,COC[C@H](C)NC(=O)c1nn(C)c2ccccc12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3176a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3177a,A71EV2A-x3177_A_201_v1,A71EV2A-x3177,ASAP-0031536-001,Cn1nc(C(=O)N[C@H]2C[C@H]2CO)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3177a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3178a,A71EV2A-x3178_A_201_v1,A71EV2A-x3178,ASAP-0031668-001,Cn1nc(C(=O)N[C@H]2CCOC2)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3178a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3181a,A71EV2A-x3181_A_201_v1,A71EV2A-x3181,ASAP-0031733-001,Cn1nc(C(=O)NCCn2cncn2)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3181a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3186a,A71EV2A-x3186_A_245_v1,A71EV2A-x3186,ASAP-0031746-001,COc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3186a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3188a,A71EV2A-x3188_A_201_v1,A71EV2A-x3188,ASAP-0031853-001,Cn1cc2c(CC(=O)N3CCC[C@H](C(N)=O)C3)cccc2n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3188a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
A3189a,A71EV2A-x3189_A_201_v1,A71EV2A-x3189,ASAP-0031853-001,Cn1cc2c(CC(=O)N3CCC[C@H](C(N)=O)C3)cccc2n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3189a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3191a,A71EV2A-x3191_A_201_v1,A71EV2A-x3191,ASAP-0031848-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3occc23)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3191a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3193a,A71EV2A-x3193_A_201_v1,A71EV2A-x3193,ASAP-0031754-001,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)c2Br)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3193a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3194a,A71EV2A-x3194_A_201_v1,A71EV2A-x3194,ASAP-0031813-001,Cc1cc(CC(=O)N2CCC[C@H](C(N)=O)C2)ccn1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3194a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3201a,A71EV2A-x3201_A_201_v1,A71EV2A-x3201,ASAP-0031772-001,COc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3201a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
A3207a,A71EV2A-x3207_A_201_v1,A71EV2A-x3207,ASAP-0031919-001,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(N)c2)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3207a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3208a,A71EV2A-x3208_A_201_v1,A71EV2A-x3208,ASAP-0031936-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(C(F)(F)F)ccc2Cl)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3208a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3210a,A71EV2A-x3210_A_201_v1,A71EV2A-x3210,ASAP-0031959-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3cn[nH]c23)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3210a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3218a,A71EV2A-x3218_A_201_v1,A71EV2A-x3218,ASAP-0031953-001,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCNc3[nH]ncc32)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3218a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3221a,A71EV2A-x3221_A_201_v1,A71EV2A-x3221,ASAP-0031958-001,Cc1nc(C)c(CC(=O)N2CCC[C@H](C(N)=O)C2)[nH]1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3221a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3222a,A71EV2A-x3222_A_201_v1,A71EV2A-x3222,ASAP-0031943-001,NC(=O)[C@H]1CCCN(C(=O)c2[nH]ncc2Br)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3222a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3223a,A71EV2A-x3223_A_301_v1,A71EV2A-x3223,ASAP-0031972-001,NC(=O)[C@H]1CCCN(C(=O)c2ccnc3[nH]ncc23)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3223a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3225a,A71EV2A-x3225_A_201_v1,A71EV2A-x3225,ASAP-0031970-001,Cc1nc2ccccc2n1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3225a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3229a,A71EV2A-x3229_A_201_v1,A71EV2A-x3229,ASAP-0031947-001,COc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3229a,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False
A3234a,A71EV2A-x3234_A_246_v1,A71EV2A-x3234,ASAP-0032043-001,Cc1cc(C)c(Nc2ccn(C3COC3)n2)c(C)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3234a,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False
A3264a,A71EV2A-x3264_A_201_v1,A71EV2A-x3264,ASAP-0032050-001,Cn1nc(C(=O)NCCc2cocn2)c2cccnc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3264a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3279a,A71EV2A-x3279_A_201_v1,A71EV2A-x3279,ASAP-0032059-001,Cc1cc(C)c(Nc2ccn(C)n2)c(C)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3279a,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False
A3280a,A71EV2A-x3280_A_246_v1,A71EV2A-x3280,ASAP-0032058-001,Cn1nc(C(=O)NCC(F)(F)c2ccccn2)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3280a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3286a,A71EV2A-x3286_A_201_v1,A71EV2A-x3286,ASAP-0032009-001,Cc1ocnc1CCNC(=O)c1nn(C)c2ccccc12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F4f - A71EV2A-x0836/A/301/1,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - A0526/A/147/1,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - Active Site,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,A3286a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3305a,A71EV2A-x3305_A_201_v1,A71EV2A-x3305,ASAP-0032103-001,Cc1ccc2c(cnn2C)c1Nc1ccn([C@H]2CCNC2=O)n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3305a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3306a,A71EV2A-x3306_A_201_v1,A71EV2A-x3306,ASAP-0032003-001,Cn1nc(C(=O)NCCc2cscn2)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F4f - A71EV2A-x0836/A/301/1,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - A0526/A/147/1,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - Active Site,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,A3306a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A3324a,A71EV2A-x3324_A_201_v1,A71EV2A-x3324,ASAP-0032125-001,Cn1nc(C(=O)NCCc2ccc(S(C)(=O)=O)cc2)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3324a,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False
A3579a,A71EV2A-x3579_A_201_v1,A71EV2A-x3579,ASAP-0032526-001,COc1ccccc1CN1C[C@@H](C(N)=O)CCC1=O,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A3579a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3581a,A71EV2A-x3581_A_201_v1,A71EV2A-x3581,ASAP-0032461-001,COc1ccccc1CC(=O)N1CC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3581a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3585a,A71EV2A-x3585_A_201_v1,A71EV2A-x3585,ASAP-0032438-001,Cc1cc(NC(=O)N2CCC[C@H](C(N)=O)C2)c2cnn(C)c2c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1l - A71EV2A-x3585/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1l - A3585/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1l - A3585/A/201,A1 - monomer,F1 - A71/2A/open,A3585a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
