id,smiles
122560,COc1ccc(NS(C)(=O)=O)cc1NC(=O)N1CCCC(C(N)=O)C1
122561,NC(=O)C1CCCN(C(=O)Nc2ccccc2OCC(F)(F)F)C1
122562,CCS(=O)(=O)c1ccc(OC)c(NC(=O)N2CCCC(C(N)=O)C2)c1
122563,NC(=O)C1CCCN(C(=O)Cc2ccccc2OC(F)F)C1
122564,N#CCc1ccccc1CC(=O)N1CCCC(C(N)=O)C1
122566,CCc1ccccc1CC(=O)N1CCCC(C(N)=O)C1
122567,Cc1ncccc1CC(=O)N1CCCC(C(N)=O)C1
122568,CSc1cccc(CC(=O)N2CCCC(C(N)=O)C2)c1
122569,NC(=O)C1CCCN(C(=O)Cc2cccc(Cl)c2Cl)C1
122570,NC(=O)C1CCCN(C(=O)Cc2cccc3c2OCCO3)C1
122571,NC(=O)C1CCCN(C(=O)Cc2cccnc2O)C1
122572,NC(=O)C1CCCN(C(=O)Cc2cc(C(F)(F)F)ccc2C(F)(F)F)C1
