,1_product_smiles
4084,O=C([C@@H]1CSc2cccc(O)c21)N1CCC[C@@]2(CNC2=O)C1
4085,O=C([C@H]1CSc2cccc(O)c21)N1CCC[C@@]2(CNC2=O)C1
4086,C[C@]12CN(C(=O)[C@@H]3CSc4cccc(O)c43)C[C@]1(C(N)=O)C2
4087,C[C@@]12CN(C(=O)[C@@H]3CSc4cccc(O)c43)C[C@]1(C(N)=O)C2
4088,C[C@]12CN(C(=O)[C@H]3CSc4cccc(O)c43)C[C@]1(C(N)=O)C2
4089,C[C@@]12CN(C(=O)[C@H]3CSc4cccc(O)c43)C[C@]1(C(N)=O)C2
4090,C[C@]12CN(C(=O)[C@@H]3CSc4cccc(O)c43)C[C@@]1(C(N)=O)C2
4091,C[C@@]12CN(C(=O)[C@@H]3CSc4cccc(O)c43)C[C@@]1(C(N)=O)C2
4092,C[C@]12CN(C(=O)[C@H]3CSc4cccc(O)c43)C[C@@]1(C(N)=O)C2
4093,C[C@@]12CN(C(=O)[C@H]3CSc4cccc(O)c43)C[C@@]1(C(N)=O)C2
4094,CNC(=O)[C@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3cccc(O)c31)C2
4095,CNC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3cccc(O)c31)C2
4096,CNC(=O)[C@]12C[C@H]1CN(C(=O)[C@@H]1CSc3cccc(O)c31)C2
4097,CNC(=O)[C@@]12C[C@H]1CN(C(=O)[C@@H]1CSc3cccc(O)c31)C2
4098,CNC(=O)[C@]12C[C@@H]1CN(C(=O)[C@H]1CSc3cccc(O)c31)C2
4099,CNC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@H]1CSc3cccc(O)c31)C2
4100,CNC(=O)[C@]12C[C@H]1CN(C(=O)[C@H]1CSc3cccc(O)c31)C2
4101,CNC(=O)[C@@]12C[C@H]1CN(C(=O)[C@H]1CSc3cccc(O)c31)C2
4102,C[C@@H]1[C@H](C(N)=O)CCCN1C(=O)[C@@H]1CSc2cccc(F)c21
4103,C[C@H]1[C@H](C(N)=O)CCCN1C(=O)[C@@H]1CSc2cccc(F)c21
4104,C[C@@H]1[C@@H](C(N)=O)CCCN1C(=O)[C@@H]1CSc2cccc(F)c21
4105,C[C@H]1[C@@H](C(N)=O)CCCN1C(=O)[C@@H]1CSc2cccc(F)c21
4106,C[C@@H]1[C@H](C(N)=O)CCCN1C(=O)[C@H]1CSc2cccc(F)c21
4107,C[C@H]1[C@H](C(N)=O)CCCN1C(=O)[C@H]1CSc2cccc(F)c21
4108,C[C@@H]1[C@@H](C(N)=O)CCCN1C(=O)[C@H]1CSc2cccc(F)c21
4109,C[C@H]1[C@@H](C(N)=O)CCCN1C(=O)[C@H]1CSc2cccc(F)c21
4110,CSc1ccccc1[C@H](CN)C(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1
4111,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1
4112,CSc1ccccc1[C@H](CN)C(=O)N1C[C@H]2C[C@]2(C(N)=O)C1
4113,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@H]2C[C@]2(C(N)=O)C1
4114,CSc1ccccc1[C@H](CN)C(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1
4115,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1
4116,CSc1ccccc1[C@H](CN)C(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1
4117,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1
4118,CSc1ccccc1[C@H](CN)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21
4119,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21
4120,CSc1ccccc1[C@H](CN)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21
4121,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21
4122,CSc1ccccc1[C@H](CN)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21
4123,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21
4124,CSc1ccccc1[C@H](CN)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21
4125,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21
4126,CSc1ccccc1[C@H](CN)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21
4127,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21
4128,CSc1ccccc1[C@H](CN)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21
4129,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21
4130,CSc1ccccc1[C@H](CN)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21
4131,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21
4132,CSc1ccccc1[C@H](CN)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21
4133,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21
4134,CSc1ccccc1[C@H](CN)C(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
4135,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
4136,CSc1ccccc1[C@H](CN)C(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
4137,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
4138,CSc1ccccc1[C@H](CN)C(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
4139,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
4140,CSc1ccccc1[C@H](CN)C(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
4141,CSc1ccccc1[C@@H](CN)C(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
4142,CSc1ccccc1[C@H](CN)C(=O)N1CCC[C@H](C(N)=O)C1
4143,CSc1ccccc1[C@@H](CN)C(=O)N1CCC[C@H](C(N)=O)C1
4144,CSc1ccccc1[C@H](CN)C(=O)N1CCC[C@@H](C(N)=O)C1
4145,CSc1ccccc1[C@@H](CN)C(=O)N1CCC[C@@H](C(N)=O)C1
4146,CNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
4147,CNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]12
4148,CNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
4149,CNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]12
4150,CNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
4151,CNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
4152,CNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
4153,CNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
4154,CNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
4155,CNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]12
4156,CNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
4157,CNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]12
4158,CNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
4159,CNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
4160,CNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
4161,CNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
4162,O=C1NC[C@@H]2C[C@@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
4163,O=C1NC[C@H]2C[C@@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
4164,O=C1NC[C@@H]2C[C@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
4165,O=C1NC[C@H]2C[C@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
4166,O=C1NC[C@@H]2C[C@@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
4167,O=C1NC[C@H]2C[C@@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
4168,O=C1NC[C@@H]2C[C@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
4169,O=C1NC[C@H]2C[C@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
4170,NC(=O)[C@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CCCNC1
4171,NC(=O)[C@@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CCCNC1
4172,NC(=O)[C@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CCCNC1
4173,NC(=O)[C@@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CCCNC1
4174,NC(=O)[C@]1(F)CCCN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
4175,NC(=O)[C@@]1(F)CCCN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
4176,NC(=O)[C@]1(F)CCCN(C(=O)[C@H]2CSc3cccc(O)c32)C1
4177,NC(=O)[C@@]1(F)CCCN(C(=O)[C@H]2CSc3cccc(O)c32)C1
4178,NC(=O)[C@]12CC[C@H](C1)N(C(=O)[C@@H]1CSc3cccc(O)c31)C2
4179,NC(=O)[C@@]12CC[C@H](C1)N(C(=O)[C@@H]1CSc3cccc(O)c31)C2
4180,NC(=O)[C@]12CC[C@@H](C1)N(C(=O)[C@@H]1CSc3cccc(O)c31)C2
4181,NC(=O)[C@@]12CC[C@@H](C1)N(C(=O)[C@@H]1CSc3cccc(O)c31)C2
4182,NC(=O)[C@]12CC[C@H](C1)N(C(=O)[C@H]1CSc3cccc(O)c31)C2
4183,NC(=O)[C@@]12CC[C@H](C1)N(C(=O)[C@H]1CSc3cccc(O)c31)C2
4184,NC(=O)[C@]12CC[C@@H](C1)N(C(=O)[C@H]1CSc3cccc(O)c31)C2
4185,NC(=O)[C@@]12CC[C@@H](C1)N(C(=O)[C@H]1CSc3cccc(O)c31)C2
4186,NC(=O)[C@]1(N)CCCN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
4187,NC(=O)[C@@]1(N)CCCN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
4188,NC(=O)[C@]1(N)CCCN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
4189,NC(=O)[C@@]1(N)CCCN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
4190,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)CC[C@@H]1N
4191,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)CC[C@@H]1N
4192,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)CC[C@@H]1N
4193,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)CC[C@@H]1N
4194,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)CC[C@H]1N
4195,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)CC[C@H]1N
4196,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)CC[C@H]1N
4197,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)CC[C@H]1N
4198,NC(=O)[C@@H]1CNCC[C@@H]1NC(=O)[C@@H]1CSc2ccc(O)cc21
4199,NC(=O)[C@H]1CNCC[C@@H]1NC(=O)[C@@H]1CSc2ccc(O)cc21
4200,NC(=O)[C@@H]1CNCC[C@H]1NC(=O)[C@@H]1CSc2ccc(O)cc21
4201,NC(=O)[C@H]1CNCC[C@H]1NC(=O)[C@@H]1CSc2ccc(O)cc21
4202,NC(=O)[C@@H]1CNCC[C@@H]1NC(=O)[C@H]1CSc2ccc(O)cc21
4203,NC(=O)[C@H]1CNCC[C@@H]1NC(=O)[C@H]1CSc2ccc(O)cc21
4204,NC(=O)[C@@H]1CNCC[C@H]1NC(=O)[C@H]1CSc2ccc(O)cc21
4205,NC(=O)[C@H]1CNCC[C@H]1NC(=O)[C@H]1CSc2ccc(O)cc21
4206,NC(=O)[C@@H]1C[C@H](N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
4207,NC(=O)[C@H]1C[C@H](N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
4208,NC(=O)[C@@H]1C[C@@H](N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
4209,NC(=O)[C@H]1C[C@@H](N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
4210,NC(=O)[C@@H]1C[C@H](N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
4211,NC(=O)[C@H]1C[C@H](N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
4212,NC(=O)[C@@H]1C[C@@H](N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
4213,NC(=O)[C@H]1C[C@@H](N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
4214,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@H]1C2
4215,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@H]1C2
4216,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@H]1C2
4217,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@H]1C2
4218,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]1C2
4219,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]1C2
4220,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]1C2
4221,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]1C2
4222,O=C1NO[C@@H]2CCN(C(=O)[C@@H]3CSc4ccc(O)cc43)C[C@H]12
4223,O=C1NO[C@H]2CCN(C(=O)[C@@H]3CSc4ccc(O)cc43)C[C@H]12
4224,O=C1NO[C@@H]2CCN(C(=O)[C@H]3CSc4ccc(O)cc43)C[C@H]12
4225,O=C1NO[C@H]2CCN(C(=O)[C@H]3CSc4ccc(O)cc43)C[C@H]12
4226,O=C1NO[C@@H]2CCN(C(=O)[C@@H]3CSc4ccc(O)cc43)C[C@@H]12
4227,O=C1NO[C@H]2CCN(C(=O)[C@@H]3CSc4ccc(O)cc43)C[C@@H]12
4228,O=C1NO[C@@H]2CCN(C(=O)[C@H]3CSc4ccc(O)cc43)C[C@@H]12
4229,O=C1NO[C@H]2CCN(C(=O)[C@H]3CSc4ccc(O)cc43)C[C@@H]12
4230,C[C@@H]1CC[C@H](C(N)=O)CN1C(=O)[C@@H]1CSc2cccc(O)c21
4231,C[C@H]1CC[C@H](C(N)=O)CN1C(=O)[C@@H]1CSc2cccc(O)c21
4232,C[C@@H]1CC[C@@H](C(N)=O)CN1C(=O)[C@@H]1CSc2cccc(O)c21
4233,C[C@H]1CC[C@@H](C(N)=O)CN1C(=O)[C@@H]1CSc2cccc(O)c21
4234,C[C@@H]1CC[C@H](C(N)=O)CN1C(=O)[C@H]1CSc2cccc(O)c21
4235,C[C@H]1CC[C@H](C(N)=O)CN1C(=O)[C@H]1CSc2cccc(O)c21
4236,C[C@@H]1CC[C@@H](C(N)=O)CN1C(=O)[C@H]1CSc2cccc(O)c21
4237,C[C@H]1CC[C@@H](C(N)=O)CN1C(=O)[C@H]1CSc2cccc(O)c21
4238,NC(=O)[C@]1(F)CCCN(C(=O)[C@@H]2CSc3cccc(F)c32)C1
4239,NC(=O)[C@@]1(F)CCCN(C(=O)[C@@H]2CSc3cccc(F)c32)C1
4240,NC(=O)[C@]1(F)CCCN(C(=O)[C@H]2CSc3cccc(F)c32)C1
4241,NC(=O)[C@@]1(F)CCCN(C(=O)[C@H]2CSc3cccc(F)c32)C1
4242,NC(=O)[C@@H]1CNC[C@H](NC(=O)[C@@H]2CSc3ccc(O)cc32)C1
4243,NC(=O)[C@H]1CNC[C@H](NC(=O)[C@@H]2CSc3ccc(O)cc32)C1
4244,NC(=O)[C@@H]1CNC[C@@H](NC(=O)[C@@H]2CSc3ccc(O)cc32)C1
4245,NC(=O)[C@H]1CNC[C@@H](NC(=O)[C@@H]2CSc3ccc(O)cc32)C1
4246,NC(=O)[C@@H]1CNC[C@H](NC(=O)[C@H]2CSc3ccc(O)cc32)C1
4247,NC(=O)[C@H]1CNC[C@H](NC(=O)[C@H]2CSc3ccc(O)cc32)C1
4248,NC(=O)[C@@H]1CNC[C@@H](NC(=O)[C@H]2CSc3ccc(O)cc32)C1
4249,NC(=O)[C@H]1CNC[C@@H](NC(=O)[C@H]2CSc3ccc(O)cc32)C1
4250,O=C(NNC(=O)[C@@H]1CSc2ccc(O)cc21)[C@@H]1CCCNC1
4251,O=C(NNC(=O)[C@H]1CSc2ccc(O)cc21)[C@@H]1CCCNC1
4252,O=C(NNC(=O)[C@@H]1CSc2ccc(O)cc21)[C@H]1CCCNC1
4253,O=C(NNC(=O)[C@H]1CSc2ccc(O)cc21)[C@H]1CCCNC1
4254,NNC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
4255,NNC(=O)[C@H]1CCCN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
4256,NNC(=O)[C@@H]1CCCN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
4257,NNC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
4258,O=C(NNC(=O)[C@@H]1CN[C@@H]2C[C@@H]21)[C@@H]1CSc2ccc(O)cc21
4259,O=C(NNC(=O)[C@@H]1CSc2ccc(O)cc21)[C@H]1CN[C@@H]2C[C@H]12
4260,O=C(NNC(=O)[C@@H]1CN[C@H]2C[C@@H]21)[C@@H]1CSc2ccc(O)cc21
4261,O=C(NNC(=O)[C@@H]1CSc2ccc(O)cc21)[C@H]1CN[C@H]2C[C@@H]21
4262,O=C(NNC(=O)[C@@H]1CN[C@@H]2C[C@H]21)[C@@H]1CSc2ccc(O)cc21
4263,O=C(NNC(=O)[C@@H]1CSc2ccc(O)cc21)[C@H]1CN[C@@H]2C[C@@H]12
4264,O=C(NNC(=O)[C@@H]1CN[C@H]2C[C@H]21)[C@@H]1CSc2ccc(O)cc21
4265,O=C(NNC(=O)[C@@H]1CSc2ccc(O)cc21)[C@H]1CN[C@H]2C[C@H]21
4266,O=C(NNC(=O)[C@@H]1CN[C@@H]2C[C@@H]21)[C@H]1CSc2ccc(O)cc21
4267,O=C(NNC(=O)[C@H]1CN[C@@H]2C[C@H]12)[C@H]1CSc2ccc(O)cc21
4268,O=C(NNC(=O)[C@@H]1CN[C@H]2C[C@@H]21)[C@H]1CSc2ccc(O)cc21
4269,O=C(NNC(=O)[C@H]1CN[C@H]2C[C@@H]21)[C@H]1CSc2ccc(O)cc21
4270,O=C(NNC(=O)[C@@H]1CN[C@@H]2C[C@H]21)[C@H]1CSc2ccc(O)cc21
4271,O=C(NNC(=O)[C@H]1CN[C@@H]2C[C@@H]12)[C@H]1CSc2ccc(O)cc21
4272,O=C(NNC(=O)[C@@H]1CN[C@H]2C[C@H]21)[C@H]1CSc2ccc(O)cc21
4273,O=C(NNC(=O)[C@H]1CN[C@H]2C[C@H]21)[C@H]1CSc2ccc(O)cc21
4274,NNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
4275,NNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]12
4276,NNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
4277,NNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]12
4278,NNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
4279,NNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
4280,NNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
4281,NNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
4282,NNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
4283,NNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]12
4284,NNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
4285,NNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]12
4286,NNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
4287,NNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
4288,NNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
4289,NNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
4290,O=C(NNC(=O)[C@]12CNC[C@@H]1C2)[C@@H]1CSc2ccc(O)cc21
4291,O=C(NNC(=O)[C@@]12CNC[C@@H]1C2)[C@@H]1CSc2ccc(O)cc21
4292,O=C(NNC(=O)[C@]12CNC[C@H]1C2)[C@@H]1CSc2ccc(O)cc21
4293,O=C(NNC(=O)[C@@]12CNC[C@H]1C2)[C@@H]1CSc2ccc(O)cc21
4294,O=C(NNC(=O)[C@]12CNC[C@@H]1C2)[C@H]1CSc2ccc(O)cc21
4295,O=C(NNC(=O)[C@@]12CNC[C@@H]1C2)[C@H]1CSc2ccc(O)cc21
4296,O=C(NNC(=O)[C@]12CNC[C@H]1C2)[C@H]1CSc2ccc(O)cc21
4297,O=C(NNC(=O)[C@@]12CNC[C@H]1C2)[C@H]1CSc2ccc(O)cc21
4298,NNC(=O)[C@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
4299,NNC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
4300,NNC(=O)[C@]12C[C@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
4301,NNC(=O)[C@@]12C[C@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
4302,NNC(=O)[C@]12C[C@@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
4303,NNC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
4304,NNC(=O)[C@]12C[C@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
4305,NNC(=O)[C@@]12C[C@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
4306,NC(=O)[C@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CN[C@@H]2C[C@@H]21
4307,NC(=O)[C@@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CN[C@@H]2C[C@@H]21
4308,NC(=O)[C@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CN[C@@H]2C[C@@H]21
4309,NC(=O)[C@@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CN[C@@H]2C[C@@H]21
4310,NC(=O)[C@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CN[C@H]2C[C@@H]21
4311,NC(=O)[C@@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CN[C@H]2C[C@@H]21
4312,NC(=O)[C@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CN[C@H]2C[C@@H]21
4313,NC(=O)[C@@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CN[C@H]2C[C@@H]21
4314,NC(=O)[C@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CN[C@@H]2C[C@H]21
4315,NC(=O)[C@@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CN[C@@H]2C[C@H]21
4316,NC(=O)[C@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CN[C@@H]2C[C@H]21
4317,NC(=O)[C@@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CN[C@@H]2C[C@H]21
4318,NC(=O)[C@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CN[C@H]2C[C@H]21
4319,NC(=O)[C@@]1(NC(=O)[C@@H]2CSc3ccc(O)cc32)CN[C@H]2C[C@H]21
4320,NC(=O)[C@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CN[C@H]2C[C@H]21
4321,NC(=O)[C@@]1(NC(=O)[C@H]2CSc3ccc(O)cc32)CN[C@H]2C[C@H]21
4322,NC(=O)[C@]1(N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
4323,NC(=O)[C@@]1(N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
4324,NC(=O)[C@]1(N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
4325,NC(=O)[C@@]1(N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
4326,NC(=O)[C@]1(N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]21
4327,NC(=O)[C@@]1(N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]21
4328,NC(=O)[C@]1(N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]21
4329,NC(=O)[C@@]1(N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]21
4330,NC(=O)[C@]1(N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
4331,NC(=O)[C@@]1(N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
4332,NC(=O)[C@]1(N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
4333,NC(=O)[C@@]1(N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
4334,NC(=O)[C@]1(N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]21
4335,NC(=O)[C@@]1(N)CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]21
4336,NC(=O)[C@]1(N)CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]21
