,1_product_smiles
2683,NC(=O)[C@H]1C[C@H](O)CN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
2684,NC(=O)[C@@H]1C[C@@H](O)CN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
2685,NC(=O)[C@H]1C[C@@H](O)CN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
2686,NC(=O)[C@@H]1C[C@H](O)CN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2687,NC(=O)[C@H]1C[C@H](O)CN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2688,NC(=O)[C@@H]1C[C@@H](O)CN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2689,NC(=O)[C@H]1C[C@@H](O)CN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2690,CSc1ccccc1C(F)(F)C(=O)N1CCC[C@H](C(N)=O)C1
2691,CSc1ccccc1C(F)(F)C(=O)N1CCC[C@@H](C(N)=O)C1
2692,CSc1ccccc1C(F)(F)C(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1
2693,CSc1ccccc1C(F)(F)C(=O)N1C[C@H]2C[C@]2(C(N)=O)C1
2694,CSc1ccccc1C(F)(F)C(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1
2695,CSc1ccccc1C(F)(F)C(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1
2696,CSc1ccccc1C(F)(F)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21
2697,CSc1ccccc1C(F)(F)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21
2698,CSc1ccccc1C(F)(F)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21
2699,CSc1ccccc1C(F)(F)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21
2700,CSc1ccccc1C(F)(F)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21
2701,CSc1ccccc1C(F)(F)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21
2702,CSc1ccccc1C(F)(F)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21
2703,CSc1ccccc1C(F)(F)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21
2704,CSc1ccccc1C(F)(F)C(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
2705,CSc1ccccc1C(F)(F)C(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
2706,CSc1ccccc1C(F)(F)C(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
2707,CSc1ccccc1C(F)(F)C(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
2708,CSc1cc(Cl)ccc1CC(=O)N[C@@H]1CCNC[C@@H]1C(N)=O
2709,CSc1cc(Cl)ccc1CC(=O)N[C@H]1CCNC[C@@H]1C(N)=O
2710,CSc1cc(Cl)ccc1CC(=O)N[C@@H]1CCNC[C@H]1C(N)=O
2711,CSc1cc(Cl)ccc1CC(=O)N[C@H]1CCNC[C@H]1C(N)=O
2712,CSc1ccccc1C(F)(F)C(=O)N1CCC[C@H](C(N)=O)C1
2713,CSc1ccccc1C(F)(F)C(=O)N1CCC[C@@H](C(N)=O)C1
2714,NC(=O)[C@]1(NC(=O)[C@@H]2CSc3cccc(O)c32)CN[C@@H]2C[C@@H]21
2715,NC(=O)[C@@]1(NC(=O)[C@@H]2CSc3cccc(O)c32)CN[C@@H]2C[C@@H]21
2716,NC(=O)[C@]1(NC(=O)[C@H]2CSc3cccc(O)c32)CN[C@@H]2C[C@@H]21
2717,NC(=O)[C@@]1(NC(=O)[C@H]2CSc3cccc(O)c32)CN[C@@H]2C[C@@H]21
2718,NC(=O)[C@]1(NC(=O)[C@@H]2CSc3cccc(O)c32)CN[C@H]2C[C@@H]21
2719,NC(=O)[C@@]1(NC(=O)[C@@H]2CSc3cccc(O)c32)CN[C@H]2C[C@@H]21
2720,NC(=O)[C@]1(NC(=O)[C@H]2CSc3cccc(O)c32)CN[C@H]2C[C@@H]21
2721,NC(=O)[C@@]1(NC(=O)[C@H]2CSc3cccc(O)c32)CN[C@H]2C[C@@H]21
2722,NC(=O)[C@]1(NC(=O)[C@@H]2CSc3cccc(O)c32)CN[C@@H]2C[C@H]21
2723,NC(=O)[C@@]1(NC(=O)[C@@H]2CSc3cccc(O)c32)CN[C@@H]2C[C@H]21
2724,NC(=O)[C@]1(NC(=O)[C@H]2CSc3cccc(O)c32)CN[C@@H]2C[C@H]21
2725,NC(=O)[C@@]1(NC(=O)[C@H]2CSc3cccc(O)c32)CN[C@@H]2C[C@H]21
2726,NC(=O)[C@]1(NC(=O)[C@@H]2CSc3cccc(O)c32)CN[C@H]2C[C@H]21
2727,NC(=O)[C@@]1(NC(=O)[C@@H]2CSc3cccc(O)c32)CN[C@H]2C[C@H]21
2728,NC(=O)[C@]1(NC(=O)[C@H]2CSc3cccc(O)c32)CN[C@H]2C[C@H]21
2729,NC(=O)[C@@]1(NC(=O)[C@H]2CSc3cccc(O)c32)CN[C@H]2C[C@H]21
2730,NNC(=O)[C@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3cccc(O)c31)C2
2731,NNC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3cccc(O)c31)C2
2732,NNC(=O)[C@]12C[C@H]1CN(C(=O)[C@@H]1CSc3cccc(O)c31)C2
2733,NNC(=O)[C@@]12C[C@H]1CN(C(=O)[C@@H]1CSc3cccc(O)c31)C2
2734,NNC(=O)[C@]12C[C@@H]1CN(C(=O)[C@H]1CSc3cccc(O)c31)C2
2735,NNC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@H]1CSc3cccc(O)c31)C2
2736,NNC(=O)[C@]12C[C@H]1CN(C(=O)[C@H]1CSc3cccc(O)c31)C2
2737,NNC(=O)[C@@]12C[C@H]1CN(C(=O)[C@H]1CSc3cccc(O)c31)C2
2738,O=C(NNC(=O)[C@]12CNC[C@@H]1C2)[C@@H]1CSc2cccc(O)c21
2739,O=C(NNC(=O)[C@@]12CNC[C@@H]1C2)[C@@H]1CSc2cccc(O)c21
2740,O=C(NNC(=O)[C@]12CNC[C@H]1C2)[C@@H]1CSc2cccc(O)c21
2741,O=C(NNC(=O)[C@@]12CNC[C@H]1C2)[C@@H]1CSc2cccc(O)c21
2742,O=C(NNC(=O)[C@]12CNC[C@@H]1C2)[C@H]1CSc2cccc(O)c21
2743,O=C(NNC(=O)[C@@]12CNC[C@@H]1C2)[C@H]1CSc2cccc(O)c21
2744,O=C(NNC(=O)[C@]12CNC[C@H]1C2)[C@H]1CSc2cccc(O)c21
2745,O=C(NNC(=O)[C@@]12CNC[C@H]1C2)[C@H]1CSc2cccc(O)c21
2746,NNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@@H]2C[C@@H]21
2747,NNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@@H]2C[C@H]12
2748,NNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@@H]2C[C@@H]21
2749,NNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@@H]2C[C@H]12
2750,NNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@H]12
2751,NNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@H]12
2752,NNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@H]12
2753,NNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@H]12
2754,NNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@@H]2C[C@H]21
2755,NNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@@H]2C[C@@H]12
2756,NNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@@H]2C[C@H]21
2757,NNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@@H]2C[C@@H]12
2758,NNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]12
2759,NNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]12
2760,NNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]12
2761,NNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]12
2762,O=C(NNC(=O)[C@@H]1CN[C@@H]2C[C@@H]21)[C@@H]1CSc2cccc(O)c21
2763,O=C(NNC(=O)[C@@H]1CSc2cccc(O)c21)[C@H]1CN[C@@H]2C[C@H]12
2764,O=C(NNC(=O)[C@@H]1CN[C@H]2C[C@@H]21)[C@@H]1CSc2cccc(O)c21
2765,O=C(NNC(=O)[C@@H]1CSc2cccc(O)c21)[C@H]1CN[C@H]2C[C@@H]21
2766,O=C(NNC(=O)[C@@H]1CN[C@@H]2C[C@H]21)[C@@H]1CSc2cccc(O)c21
2767,O=C(NNC(=O)[C@@H]1CSc2cccc(O)c21)[C@H]1CN[C@@H]2C[C@@H]12
2768,O=C(NNC(=O)[C@@H]1CN[C@H]2C[C@H]21)[C@@H]1CSc2cccc(O)c21
2769,O=C(NNC(=O)[C@@H]1CSc2cccc(O)c21)[C@H]1CN[C@H]2C[C@H]21
2770,O=C(NNC(=O)[C@@H]1CN[C@@H]2C[C@@H]21)[C@H]1CSc2cccc(O)c21
2771,O=C(NNC(=O)[C@H]1CN[C@@H]2C[C@H]12)[C@H]1CSc2cccc(O)c21
2772,O=C(NNC(=O)[C@@H]1CN[C@H]2C[C@@H]21)[C@H]1CSc2cccc(O)c21
2773,O=C(NNC(=O)[C@H]1CN[C@H]2C[C@@H]21)[C@H]1CSc2cccc(O)c21
2774,O=C(NNC(=O)[C@@H]1CN[C@@H]2C[C@H]21)[C@H]1CSc2cccc(O)c21
2775,O=C(NNC(=O)[C@H]1CN[C@@H]2C[C@@H]12)[C@H]1CSc2cccc(O)c21
2776,O=C(NNC(=O)[C@@H]1CN[C@H]2C[C@H]21)[C@H]1CSc2cccc(O)c21
2777,O=C(NNC(=O)[C@H]1CN[C@H]2C[C@H]21)[C@H]1CSc2cccc(O)c21
2778,NNC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
2779,NNC(=O)[C@H]1CCCN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
2780,NNC(=O)[C@@H]1CCCN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2781,NNC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2782,O=C(NNC(=O)[C@@H]1CSc2cccc(O)c21)[C@@H]1CCCNC1
2783,O=C(NNC(=O)[C@H]1CSc2cccc(O)c21)[C@@H]1CCCNC1
2784,O=C(NNC(=O)[C@@H]1CSc2cccc(O)c21)[C@H]1CCCNC1
2785,O=C(NNC(=O)[C@H]1CSc2cccc(O)c21)[C@H]1CCCNC1
2786,NC(=O)[C@@H]1CNC[C@H](NC(=O)[C@@H]2CSc3cccc(O)c32)C1
2787,NC(=O)[C@H]1CNC[C@H](NC(=O)[C@@H]2CSc3cccc(O)c32)C1
2788,NC(=O)[C@@H]1CNC[C@@H](NC(=O)[C@@H]2CSc3cccc(O)c32)C1
2789,NC(=O)[C@H]1CNC[C@@H](NC(=O)[C@@H]2CSc3cccc(O)c32)C1
2790,NC(=O)[C@@H]1CNC[C@H](NC(=O)[C@H]2CSc3cccc(O)c32)C1
2791,NC(=O)[C@H]1CNC[C@H](NC(=O)[C@H]2CSc3cccc(O)c32)C1
2792,NC(=O)[C@@H]1CNC[C@@H](NC(=O)[C@H]2CSc3cccc(O)c32)C1
2793,NC(=O)[C@H]1CNC[C@@H](NC(=O)[C@H]2CSc3cccc(O)c32)C1
2794,NC(=O)[C@@H]1C[C@H](N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
2795,NC(=O)[C@H]1C[C@H](N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
2796,NC(=O)[C@@H]1C[C@@H](N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
2797,NC(=O)[C@H]1C[C@@H](N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)C1
2798,NC(=O)[C@@H]1C[C@H](N)CN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2799,NC(=O)[C@H]1C[C@H](N)CN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2800,NC(=O)[C@@H]1C[C@@H](N)CN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2801,NC(=O)[C@H]1C[C@@H](N)CN(C(=O)[C@H]2CSc3cccc(O)c32)C1
2802,NC(=O)[C@@H]1CNCC[C@@H]1NC(=O)[C@@H]1CSc2cccc(O)c21
2803,NC(=O)[C@H]1CNCC[C@@H]1NC(=O)[C@@H]1CSc2cccc(O)c21
2804,NC(=O)[C@@H]1CNCC[C@H]1NC(=O)[C@@H]1CSc2cccc(O)c21
2805,NC(=O)[C@H]1CNCC[C@H]1NC(=O)[C@@H]1CSc2cccc(O)c21
2806,NC(=O)[C@@H]1CNCC[C@@H]1NC(=O)[C@H]1CSc2cccc(O)c21
2807,NC(=O)[C@H]1CNCC[C@@H]1NC(=O)[C@H]1CSc2cccc(O)c21
2808,NC(=O)[C@@H]1CNCC[C@H]1NC(=O)[C@H]1CSc2cccc(O)c21
2809,NC(=O)[C@H]1CNCC[C@H]1NC(=O)[C@H]1CSc2cccc(O)c21
2810,NC(=O)[C@]1(N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@@H]2C[C@@H]21
2811,NC(=O)[C@@]1(N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@@H]2C[C@@H]21
2812,NC(=O)[C@]1(N)CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@@H]2C[C@@H]21
2813,NC(=O)[C@@]1(N)CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@@H]2C[C@@H]21
2814,NC(=O)[C@]1(N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]21
2815,NC(=O)[C@@]1(N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]21
2816,NC(=O)[C@]1(N)CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]21
2817,NC(=O)[C@@]1(N)CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@@H]21
2818,NC(=O)[C@]1(N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@@H]2C[C@H]21
2819,NC(=O)[C@@]1(N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@@H]2C[C@H]21
2820,NC(=O)[C@]1(N)CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@@H]2C[C@H]21
2821,NC(=O)[C@@]1(N)CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@@H]2C[C@H]21
2822,NC(=O)[C@]1(N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@H]21
2823,NC(=O)[C@@]1(N)CN(C(=O)[C@@H]2CSc3cccc(O)c32)[C@H]2C[C@H]21
2824,NC(=O)[C@]1(N)CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@H]21
2825,NC(=O)[C@@]1(N)CN(C(=O)[C@H]2CSc3cccc(O)c32)[C@H]2C[C@H]21
2826,O=C(NO)[C@@H]1CCCN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2827,O=C(NO)[C@H]1CCCN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2828,O=C(NO)[C@@H]1CCCN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2829,O=C(NO)[C@H]1CCCN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2830,CSc1cc(Cl)ccc1CC(=O)N1CC[C@H](N)[C@H](C(N)=O)C1
2831,CSc1cc(Cl)ccc1CC(=O)N1CC[C@@H](N)[C@H](C(N)=O)C1
2832,CSc1cc(Cl)ccc1CC(=O)N1CC[C@H](N)[C@@H](C(N)=O)C1
2833,CSc1cc(Cl)ccc1CC(=O)N1CC[C@@H](N)[C@@H](C(N)=O)C1
2834,CSc1cc(Cl)ccc1CC(=O)N[C@]1(C(N)=O)CCCNC1
2835,CSc1cc(Cl)ccc1CC(=O)N[C@@]1(C(N)=O)CCCNC1
2836,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H]2C[C@]2(C(=O)NO)C1
2837,CSc1cc(Cl)ccc1CC(=O)N1C[C@H]2C[C@]2(C(=O)NO)C1
2838,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H]2C[C@@]2(C(=O)NO)C1
2839,CSc1cc(Cl)ccc1CC(=O)N1C[C@H]2C[C@@]2(C(=O)NO)C1
2840,CSc1ccc(F)cc1CC(=O)N[C@]1(C(N)=O)CN[C@@H]2C[C@@H]21
2841,CSc1ccc(F)cc1CC(=O)N[C@@]1(C(N)=O)CN[C@@H]2C[C@@H]21
2842,CSc1ccc(F)cc1CC(=O)N[C@]1(C(N)=O)CN[C@H]2C[C@@H]21
2843,CSc1ccc(F)cc1CC(=O)N[C@@]1(C(N)=O)CN[C@H]2C[C@@H]21
2844,CSc1ccc(F)cc1CC(=O)N[C@]1(C(N)=O)CN[C@@H]2C[C@H]21
2845,CSc1ccc(F)cc1CC(=O)N[C@@]1(C(N)=O)CN[C@@H]2C[C@H]21
2846,CSc1ccc(F)cc1CC(=O)N[C@]1(C(N)=O)CN[C@H]2C[C@H]21
2847,CSc1ccc(F)cc1CC(=O)N[C@@]1(C(N)=O)CN[C@H]2C[C@H]21
2848,CSc1cc(Cl)ccc1CC(=O)N1C[C@H]2C[C@](C(N)=O)(C1)C2
2849,CSc1cc(Cl)ccc1CC(=O)N1C[C@H]2C[C@@](C(N)=O)(C1)C2
2850,CSc1cc(Cl)ccc1CC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21
2851,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H](C(N)=O)C[C@@H]2C[C@@H]21
2852,CSc1cc(Cl)ccc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@@H]21
2853,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H](C(N)=O)C[C@H]2C[C@@H]21
2854,CSc1cc(Cl)ccc1CC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@H]21
2855,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H](C(N)=O)C[C@@H]2C[C@H]21
2856,CSc1cc(Cl)ccc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21
2857,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H](C(N)=O)C[C@H]2C[C@H]21
2858,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H]2CC[C@@H]1CNC2=O
2859,CSc1cc(Cl)ccc1CC(=O)N1C[C@H]2CC[C@@H]1CNC2=O
2860,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H]2CC[C@H]1CNC2=O
2861,CSc1cc(Cl)ccc1CC(=O)N1C[C@H]2CC[C@H]1CNC2=O
2862,CSc1cc(Cl)ccc1CC(=O)N1CC[C@@H]2C[C@]2(C(N)=O)C1
2863,CSc1cc(Cl)ccc1CC(=O)N1CC[C@H]2C[C@]2(C(N)=O)C1
2864,CSc1cc(Cl)ccc1CC(=O)N1CC[C@@H]2C[C@@]2(C(N)=O)C1
2865,CSc1cc(Cl)ccc1CC(=O)N1CC[C@H]2C[C@@]2(C(N)=O)C1
2866,NC(=O)[C@]1(O)CCCN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2867,NC(=O)[C@@]1(O)CCCN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2868,NC(=O)[C@]1(O)CCCN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2869,NC(=O)[C@@]1(O)CCCN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2870,CSc1cc(Cl)ccc1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]1C2
2871,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]1C2
2872,CSc1cc(Cl)ccc1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]1C2
2873,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]1C2
2874,CSc1cc(Cl)ccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@@H]1C2
2875,CSc1cc(Cl)ccc1CC(=O)N1C[C@@]2(C(N)=O)CC[C@@H]1C2
2876,CSc1cc(Cl)ccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@H]1C2
2877,CSc1cc(Cl)ccc1CC(=O)N1C[C@@]2(C(N)=O)CC[C@H]1C2
2878,CSc1cc(Cl)ccc1CC(=O)N1CC[C@]2(C)NC(=O)[C@@H]2C1
2879,CSc1cc(Cl)ccc1CC(=O)N1CC[C@@]2(C)NC(=O)[C@@H]2C1
2880,CSc1cc(Cl)ccc1CC(=O)N1CC[C@]2(C)NC(=O)[C@H]2C1
2881,CSc1cc(Cl)ccc1CC(=O)N1CC[C@@]2(C)NC(=O)[C@H]2C1
2882,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@](N)(C(N)=O)C1
2883,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@@](N)(C(N)=O)C1
2884,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@@H]2C(=O)NC[C@@H]21
2885,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@H]2C(=O)NC[C@@H]21
2886,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@@H]2C(=O)NC[C@H]21
2887,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@H]2C(=O)NC[C@H]21
2888,CC[C@H](C(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1)c1ccccc1SC
2889,CC[C@@H](C(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1)c1ccccc1SC
2890,CC[C@H](C(=O)N1C[C@H]2C[C@]2(C(N)=O)C1)c1ccccc1SC
2891,CC[C@@H](C(=O)N1C[C@H]2C[C@]2(C(N)=O)C1)c1ccccc1SC
2892,CC[C@H](C(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1)c1ccccc1SC
2893,CC[C@@H](C(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1)c1ccccc1SC
2894,CC[C@H](C(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1)c1ccccc1SC
2895,CC[C@@H](C(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1)c1ccccc1SC
2896,C[C@]1(C(N)=O)CCCN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2897,C[C@@]1(C(N)=O)CCCN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2898,C[C@]1(C(N)=O)CCCN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2899,C[C@@]1(C(N)=O)CCCN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2900,NC(=O)[C@@H]1C[C@H](O)CN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2901,NC(=O)[C@H]1C[C@H](O)CN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2902,NC(=O)[C@@H]1C[C@@H](O)CN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2903,NC(=O)[C@H]1C[C@@H](O)CN(C(=O)[C@@H]2CSc3ccc(F)cc32)C1
2904,NC(=O)[C@@H]1C[C@H](O)CN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2905,NC(=O)[C@H]1C[C@H](O)CN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2906,NC(=O)[C@@H]1C[C@@H](O)CN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2907,NC(=O)[C@H]1C[C@@H](O)CN(C(=O)[C@H]2CSc3ccc(F)cc32)C1
2908,CC[C@H](C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21)c1ccccc1SC
2909,CC[C@@H](C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21)c1ccccc1SC
2910,CC[C@H](C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21)c1ccccc1SC
2911,CC[C@@H](C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21)c1ccccc1SC
2912,CC[C@H](C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21)c1ccccc1SC
2913,CC[C@@H](C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21)c1ccccc1SC
2914,CC[C@H](C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21)c1ccccc1SC
2915,CC[C@@H](C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21)c1ccccc1SC
2916,CC[C@H](C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21)c1ccccc1SC
2917,CC[C@@H](C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21)c1ccccc1SC
2918,CC[C@H](C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21)c1ccccc1SC
2919,CC[C@@H](C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21)c1ccccc1SC
2920,CC[C@H](C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21)c1ccccc1SC
2921,CC[C@@H](C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21)c1ccccc1SC
2922,CC[C@H](C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21)c1ccccc1SC
2923,CC[C@@H](C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21)c1ccccc1SC
2924,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H]2C[C@H](C1)N(C)C2=O
2925,CSc1cc(Cl)ccc1CC(=O)N1C[C@H]2C[C@H](C1)N(C)C2=O
2926,CSc1cc(Cl)ccc1CC(=O)N1C[C@@H]2C[C@@H](C1)N(C)C2=O
2927,CSc1cc(Cl)ccc1CC(=O)N1C[C@H]2C[C@@H](C1)N(C)C2=O
2928,CSc1cc(Cl)ccc1CC(=O)N1CCC2=NNC(=O)[C@@H]2C1
2929,CSc1cc(Cl)ccc1CC(=O)N1CCC2=NNC(=O)[C@H]2C1
2930,CSc1cc(Cl)ccc1CC(=O)N1CC[C@@H]2ONC(=O)[C@@H]2C1
2931,CSc1cc(Cl)ccc1CC(=O)N1CC[C@H]2ONC(=O)[C@@H]2C1
2932,CSc1cc(Cl)ccc1CC(=O)N1CC[C@@H]2ONC(=O)[C@H]2C1
2933,CSc1cc(Cl)ccc1CC(=O)N1CC[C@H]2ONC(=O)[C@H]2C1
2934,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@]2(C(N)=O)C[C@H]12
2935,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@@]2(C(N)=O)C[C@H]12
2936,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@]2(C(N)=O)C[C@@H]12
2937,CSc1cc(Cl)ccc1CC(=O)N1CCC[C@@]2(C(N)=O)C[C@@H]12
2938,CNC(=O)[C@@H]1CN(C(=O)Cc2ccc(Cl)cc2SC)[C@@H]2C[C@@H]21
2939,CNC(=O)[C@H]1CN(C(=O)Cc2ccc(Cl)cc2SC)[C@@H]2C[C@H]12
2940,CNC(=O)[C@@H]1CN(C(=O)Cc2ccc(Cl)cc2SC)[C@H]2C[C@H]12
2941,CNC(=O)[C@H]1CN(C(=O)Cc2ccc(Cl)cc2SC)[C@H]2C[C@H]12
